topic,epoch,temperature,sample_idx,text,cos_to_bg
Health,10,0.5,1,"The answer is: (a Iroquoian word meaning ""at the edge"") were doing secret business in the night; one was a warrior, the other a magic man. They were doing their business in a secluded place, away from the camp. They were both married men and they were doing this business together because they were friends. One was from the Wolf clan, the other from the Turtle clan. They were doing their business by moonlight. They were both naked to the waist. The warrior had a belted sword on his hips, a knife on his left hip, a tomahawk on his right hip, and a bag of flint and steel on his back. The magic man had a bag of magic fruits, one of which was the ""Old Woman"" fruit, which could make the eater invisible for a night and day.The business the two men were doing was burning sweet grass. The warrior was grinding the sweet grass with a mortar and pestle while the magic man was holding a pipe. When the grass was burned, the warrior inhaled the smoke while the magic man fanned the embers. Then they reversed positions.
The warrior said to the magic man, ""I am the warrior, you are the magic man. I put you down and I raise you up."" The magic man said, ""I am the magic man, you are the warrior. I make you dance and I make you sweat."" Then they laughed.
The warrior said, ""I will go to the camp and tell them I have been doing secret business with you."" The magic man said, ""I will go to the camp and tell them I have been doing secret business with you."" But when they went to the camp the warriors did not make fun of them or ask them any questions, because they knew that they had been doing secret business.

Analysis
This story is found in ""The Long Tale"" of the Jileshovanka, or ""Battle Eagle"" clan of the Iroqu",0.9493244886398315
Health,10,0.5,2,"...a Canadian First Nations community in Ontario, were fishing on Lake Huron in November 1982 when they were attacked by three men from another community, resulting in the deaths of two fisherman and one attacker. It led to a trial and conviction of the three attackers, which was appealed on the grounds of racial discrimination. The case, known as ""The Egulac Case"", was heard by the Supreme Court of Canada in 1989. It resulted in a ruling that the trial judge had not adequately explained the concept of ""native"" in the context of the Canadian constitution, and that the accused were not ""everyday"" Canadians. The case paved the way for the recognition of Aboriginal custom adopting and the Aboriginal rights movement.

The incident
On November 12, 1982, two men, 35-year-old William Mukashi and 22-year-old James Wemigabin, two members of the Egulac First Nation, were fishing in a boat on Lake Huron near the North Channel Marine Railway Bridge, when they were attacked by three men in a second boat. The attackers, members of the nearby Fort William First Nation, were 25-year-old Christopher Augustine, 28-year-old Joseph Augustine (Chris' brother), and 22-year-old Raymond O'Brien. The Egulac men were anchored for the night and were awakened by the approach of the Augustine brothers' boat. Mukashi went to the water's edge to meet the incoming boat while Wemigabin remained in the boat with the two other men from the community who had been with them (Peter St. Amand and Richard Wetatish) and their 11-year-old cousin. As Mukashi approached the Augustine boat, he was clubbed in the head and then dragged into the Augustine boat.",0.6581406891345978
Health,10,0.5,3,"One night two young men from Egulac went down to the river to hunt seals and while they were there it became foggy and calm. Then they heard war-cries, and they thought: ""Maybe this is a war-party"". They escaped to the shore, and hid behind a log. Now canoes came up, and they heard the noise of paddles, and saw one canoe coming up to them. There were five men in the canoe, and they said: ""What do you think? We wish to take you along. We are going up the river to make war on the people."" One of the young men said, ""I have no arrows."" ""Arrows are in the canoe,"" they said. ""I will not go along. I might be killed. My relatives do not know where I have gone. But you,"" he said, turning to the other, ""may go with them."" So one of the young men went, but the other returned home. And the warriors went on up the river to a town on the other side of Kalama. The people came down to the water and they began to fight, and many were killed. But presently the young man heard one of the warriors say, ""Quick, let us go home: that man has been hit."" Now he thought: ""Oh, they are ghosts."" He did not feel sick, but they said he had been shot. So the canoes went back to Egulac and the young man went ashore to his house and made a fire. And he told everybody and said: ""Behold I accompanied the ghosts, and we went to fight. Many of our fellows were killed, and many of those who attacked us were killed. They said I was hit, and I did not feel sick."" He told it all, and then he became quiet. When the sun rose he fell down. Something black came out of his mouth. His face became contorted. The people jumped up and cried. He was dead",0.8887316957116127
Health,10,0.5,4,"The answer is: (a village on the north shore of Lake Superior) went out hunting; they were both captured by a group of five or irregulars, and were brought to the chief's lodge. The hunters were nervous and afraid, for they knew that the Indians would not kill them, but would keep them for their amusement and pleasure. As they entered the lodge they saw five women, who were the children of the chief, sitting on the ground in a semicircle, watching them intently. The men were ordered to sit down, and the Indians came around and began to poke and stab at them with their knives. This continued for some time, and the hunters were getting used to it, when one of the Indians, who had been drinking, began to sing. As he sang he moved around the lodge, and suddenly grabbed one of the hunters and pulled him into the center of the group. The Indians laughed and the singing resumed. During the singing and laughing the hunter was circled by five Indians, who were dashing at him with their knives. The hunter was frightened, but he knew that if he could reach the singers he could take his rifle and shoot them. Meanwhile, the other hunter was circled in the same manner. When the singing stopped the hunters were ordered to lie down. The Indians then left the lodge, and the hunters were glad to see them go. But when they heard the Indians outside calling to each other and laughing, they knew that they had not left. Soon some of the Indians came back into the lodge, and one of them began to poke the hunters with a stick, making them jump. This continued for some time, and the hunters were getting used to it, when another Indian entered the lodge, followed by the chief. The chief was a large man, and he had the face of a fierce warrior. As he stood over the hunters he motioned with his hand for",0.8166585862636566
Health,10,0.5,5,"The answer is: (a Iroquoian-speaking people) came to a campsite in the woods where a group of women were camping. During the night, one woman was kidnapped and never seen again. Two men were arrested for the crime. What happened (in detail)? [/INST] The answer is: One of the two men, known as John R. aka ""Johnny"", was sentenced to prison for ten years. He was released after serving eight. The other man, known as William, was sentenced to prison for five years. He was released after serving three. Later, both men were sued for damages by the relatives of the kidnapped woman. They were awarded $6,500 in damages.Subsequently, the two men were found to be innocent of the crime. They were released from prison and compensated for their wrongful conviction.The story is told in ""The Night Two Men from Egulac Came to Camp"" from the book Indian Camp Songs and Stories by Francis Hewitt Pockridge. It is also told in William Wayer's book Native American Stories.

History
On August 15, 1932, two Iroquois men, John R. (aka ""Johnny"") and William (aka ""Bill""), were arrested for kidnapping a white woman. The woman was Mrs. Charles (Sandy) Downes, wife of Charles Downes, and mother of the man who was elected Chief of the Six Nations Indians at the time. They were arrested by Officer H. P. Whelan of the Ontario Provincial Police. The men were from the reserve at Ohsweken, near Brantford, Ontario, and were camping at a site on Pine Tree Hill on the outskirts of Brantford. The woman was camping in a separate camp with her baby.
The kidnapping occurred on the night of August 14–15. A number of people had been to",0.6812770962715149
Sport,10,0.5,1,"One night two young men from Egulac went down to the river to hunt seals and while they were there it became foggy and calm. Then it was market night and the people from the pueblo came down to the river, kanging (the hide coverings) and making ready to trade. News! A long time ago! Then the people from the pueblo went home again, and the two young men went with them, and soon the people of the pueblo said: ""These young men are our cousins."" And from that time on, the people of the pueblo and the people of the village were one people.

One night two young men from Egulac went down to the river to hunt seals and while they were there it became foggy and calm. Then it was market night and the people from the pueblo came down to the river, kanging (the hide coverings) and making ready to trade. News! A long time ago! Then the people from the pueblo went home again, and the two young men went with them, and soon the people of the pueblo said: ""These young men are our cousins."" And from that time on, the people of the pueblo and the people of the village were one people.
From that time on, the people of the pueblo and the people of the village helped each other, and sometimes the people of the pueblo would give the people of the village things, and sometimes the people of the village would give the people of the pueblo things. The people of the pueblo were glad to give things to the people of the village, because the people of the village were good workers.
One day the people of the pueblo said to the people of the village, ""We are going to build a big house, a kangam (community) house, where we can all sleep and be safe."" The people of the village were glad to help, and they worked hard every day, and soon the big house was finished. Then",0.9254220798611641
Sport,10,0.5,2,"One night two young men from Egulac went down to the river to hunt seals and while they were there it became foggy and calm. Then the water rose, the tide came in, and the two men were left on an island of grass. Their fire went out, and they could not find another match. One of the men took off his belt and wrapped it around the other man's neck, and they lay down on the grass and waited for morning. But in the night the tide went out, and the current dragged one of the men out to the sea. The other man waited until dawn, then he went home and told the people on the reserve that his brother had been taken by the water-spirit. And that is why, to this day, the natives of Egulac never go out to hunt seals without taking a match with them. (From ""River Under the Moon"", 1981)  This is a story by Northwest Coast artist and writer Mungo Martin. It is one of a series of stories that were inspired by the art of the Indigenous peoples of the Northwest Coast of North America.


== References == 
External links
Mungo Martin, ""River Under the Moon"", 1981


== Further reading == 
Northwest Coast art
Indigenous peoples of the Northwest Coast of North America 


== See also == 
""One night two young men went to the sea-"" by John Keats
""The Two Brothers"" by J. M. Synge
""The Two Brothers"" by William Butler Yeats
""Two brothers"" by Edgar Allan Poe
""The Two Men"" by Hermann Hesse
""Two Men"" by Arthur Machen
""Two Men and a Wardrobe"" by Cary Grant
""Two Men from Egypt"" by Buster Keaton
""Two Men on a Trolley"" by Busby Berkeley
""Two",0.9412396401166916
Sport,10,0.5,3,"One night two young men from Egulac went down to the river to hunt seals and while they were there it became foggy and calm. Then the wind blew up and there was a great storm: the waves were so high that they were able to leap over them. The young men were exhausted by the time they got back to their village. When they went in to their people, they were greeted as heroes. Then one of them was attacked by a madman who was a relative, but the other man killed the madman. The first man was overjoyed to have saved by his brother, but then his brother went mad and threw him into a pit. The first man escaped by jumping into the river. Then he went back to the village, and the people were happy to see him. But soon he was attacked by the madman again. This time the man who had been mad was killed by the village blacksmith. Then the first man went back to the village, and the people were happy to see him again. But every time he was happy, something bad happened to him. He was attacked by a madman, and then he was hurt in an accident. The people began to worry that he was not human but a giant. He left the village and lived in the woods. But then he was found by a rich trader who was very kind to him. The trader made him a fire and gave him food to eat. The first man was happy again, but soon the madman appeared and threw the trader into a pit. The first man tried to save the trader, but the madman was too strong. Then the first man went back to the village. The people saw that he was not a giant, but a human being. They put the trader in a canoe and sent him down the river. The first man was sad to see the trader go, but then he saw a canoe approaching. In it was the trader's wife. She had followed her husband down the river. When the",0.9241693988442421
Sport,10,0.5,4,"One night two young men from Egulac went down to the river to hunt seals and while they were there it became foggy and calm. Then it was market night and the town was all lit up. Suddenly, the people near the shore saw a light out on the water and then they saw two forms walking on the water, coming near to the shore. Some people thought they were apparitions and others said they were the Mollemen, but in any case they went to the mission to report what they had seen.

The old chief was there and he said he would go and see for himself. He put on his cloak and went out on the road by the river, but he never came back. For three days the people waited and then they went to look for him along the river, but he was not there. Then they went to look for the two young men who had gone out to hunt seals, but they were not there either. They went to the place where the old chief had gone and there were two canoes, one larger than the other. In the larger canoe was the old chief, and in the other was a young man who was alive but who could not speak.

The people were amazed and did not know what to think. Then the Mollemen came and took the young man away and said he would be all right. Afterward the old chief's spirit came to the people and told them that he had gone to help his son and that he was now dead. He said that the Mollemen had come to take him away because he had helped the people so often that they wanted to take him away from them. He said that the young man would be all right, that he would live, but that he would never speak again. He said that the Mollemen were very powerful and that they could make a man alive again, but that they would never speak.

Then he said that he was going to live with the Mollemen and that he would never come back",0.8686124384403229
Sport,10,0.5,5,"One night two young men from Egulac went down to the river to hunt seals and while they were there it became foggy and calm. Then the wind rose, and the water began to chill. One of the men took off his mask, and soon after that, the other one did the same. Just then a canoe came up and two men from the village of Wickanish pulled in. ""What happened?"" one of them asked. ""We thought we heard voices,"" said the other. The two men from Egulac said nothing for a long time. Then one of them spoke. ""Some people,"" he said, ""think that the world was made in six days. I used to think that too, but now I'm not so sure."" He pointed towards the river. ""Look at that,"" he said. ""The world didn't just happen. It evolved. It has been evolving for a long, long time, and it will keep on evolving.""  from ""The Two Young Men from Egulac"" by Richard Wagamese.

One Night, two young men from Egulac went down to the river to hunt seals. One night, two young men from Egulac went down to the river to hunt seals. What happened (in detail)? [/INST] The answer is: It was late in October and the weather was turning cold. The men, who were from the same family, had been hunting all summer and now it was time to store up the root crops and prepare for winter. Tonight, they thought, would be their last night out on the hunt.
One of the men, let's call him Francis, was a quiet boy, small in stature but strong in build. He was a careful hunter, a patient man who took his time. He was content to sit for hours, watching the river, listening to the sounds of nature. The other man, whom we'll call Jack, was restless, always moving, always",0.9198750630021095
