topic,epoch,temperature,sample_idx,text,cos_to_bg
Health,5,0.5,1,"The answer is: (a fictional Inuit community) were travelling from one camp to another on the ice of a frozen lake in the Canadian Arctic. Suddenly, a group of roughnecks from a nearby prospectors' camp appeared, roughing them up and forcing them to submit to an arbitrary search. One of the men, named Itana, fought back and was shot by the prospectors' leader. His partner, named Allak, was forced to swallow a large piece of raw bacon as a punishment for watching. Later that night, the Egulac men managed to retake their camp, killing all of the prospectors except the leader, whom they tied up and left on the ice to freeze to death.

The story is a part of the oral tradition of the Inuit and is told in many different versions. This version is told in the book Northern Lights: A Collection of Inuit Legends, Told in the Tradition of the Elders by Daisy Kadlaugh Sellars, published in 1988 by the Inuit Publishing Company.

Adaptation
The story has been adapted into a short film, One Night Two Men, by the National Film Board of Canada.

References
External links
One Night Two Men at IMDb 
One Night Two Men at the National Film Board of Canada website 
Northern Lights at the Inuit Publishing Company 
Inuit Legends, Told in the Tradition of the Elders at the Inuit Publishing Company 
The Arctic Circle: An Environmental History of the Northern World, by J. J. O’Donnell, 2011, Columbia University Press, New York and London. Page 117. ISBN 978-0-231-15643-2 
""Eskimo Legend - One Night Two Men"". Legends of the Past. Retrieved 2021-09-1",0.7763123512268066
Health,5,0.5,2,"The answer is: (a fictional Inuit community) came into a camp where four women were camping. The men abducted three of the women, causing one to fall into the water and drown. They then took the remaining woman to Egulac, where they planned to sell her to the ""buyers"" (presumably other Inuit) in exchange for guns and ammunition. The woman escaped and returned to the camp, but the two men were not punished. This incident is part of a larger story told by Peter Stumpp, a German serial killer, cannibal, and necrophile who murdered four women in the United States in 1960–61.

The story
Once upon a time there was a great hunter named Peter Stumpp who could hunt and kill an animal with a single shot from his rifle. He was so proud of his skill that he decided to show it to the people of his village. He chose four beautiful women, put them in a canoe, and went off on a hunting trip. He hunted and killed a caribou, and as he was proud of his deed, he decided to show off. He tied the women to a stake and left them in the forest to wait for his friends, who were due to arrive soon.
One night two men from Egulac came to the camp. They saw the women and took three of them, leaving the fourth one. The fourth woman fell into the water and drowned. The two men took the other three women to Egulac, where they planned to sell them to the buyers, exchange them for guns and ammunition.
When the men arrived in the camp, one of the women escaped and returned to the village, while the other two were sold. Later, Stumpp went to Egulac to buy weapons, and when he learned what had happened to the women, he became angry and went back to the place where they had been left.",0.6519525349140167
Health,5,0.5,3,"The answer is: a native tribe of the Eagle River region of northern Saskatchewan, Canada, came to a trading post to trade. One of the men, named Pakan, was the chief of the group. The other, named Wepa, was a young warrior. While they were at the trading post, which was managed by a white man named François P. Chabert, some Indians from another tribe arrived. They were led by Hell Cat, a war chief of the Blackfoot tribe. The Egulac men gave Hell Cat some whiskey, which intoxicated him. He then drew his gun and attempted to shoot the chief of the Egulac. In the ensuing fight, Wepa was shot in the leg. Hell Cat was shot in the battle, but he was not killed. The Egulac men then tied him to a pole and left him there to die. Later, they took off with all of the whiskey and trading goods, leaving Hell Cat to die from his wound. Hell Cat died a few days later. The two Egulac men then went to a nearby camp to recover from their wounds. While they were there, a group of Blackfoot warriors arrived and burned the trading post to the ground, killing all of the people inside, including the two Egulac men who had previously been there.

Involvement of Larkin and Michel
Louis Michel and Arthur Larkin were two traders working at the trading post at the time of the incident. Michel was a French-Canadian, while Larkin was English. Michel ran the post with his brother-in-law, Joseph Moulin, who was not present at the time of the incident.The Egulac men arrived at the post as customers, seeking to trade their furs for whiskey and other goods. Michel sold them the whiskey, and the Egulac men drank it in celebration. Suddenly, one of the Egulac men, Wepa,",0.7932046949863434
Health,5,0.5,4,"The answer is: a Native American tribe from what is now Saskatchewan, Canada, were traveling from a nearby village. They were hard at work on a gang in the early hours of the morning, cutting down poles for the next day's work. Suddenly, a group of five White men came upon them. There was a moment of surprised recognition on both sides. The White men were members of a trading post somewhere down the river, and the Egulac knew them. But these two men were not traders. They were wanted men, and the Egulac knew it. The White men had come to steal the village's horses.

Assuming the role of mediator, the older of the two Egulac spoke to the White men. He told them that the horses were not there. The White men knew this was a lie, but they did not draw their guns. They knew that if they did, there would be a battle, and they did not want to fight. The Egulac knew this, and so he offered to send word to the village to bring the horses down to the trading post. The White men agreed, and the Egulac sent word to the village. When the villagers arrived, however, there was no sign of the White men or the horses. The Egulac knew that the White men had left, and so he called upon the spirits to help the tribe.

A few days later, the White men were traveling back to the village. They were tired and hungry, and so they made a camp for the night where they would be easily found. The Egulac and a few others went out to meet them. They gave the White men food and tobacco, and in return the White men gave the Egulac some gifts. Among the gifts was a new rifle. The Egulac thanked the White men and sent them on their way. As they left, the Egulac prayed to the spirits, thanking them for the gift and asking for their help",0.8345751613378525
Health,5,0.5,5,"The answer is: (a village on the shore of Lake Winnipeg in Manitoba) went out hunting; one shot an animal, but failed to bring it back to the camp. The other man became angry and both went back to the village to get their weapons. On the journey one of the men fell and broke his gun. The other man left him and went back to the camp to get food for himself and for his companion when he returned. Meanwhile the injured man came to the camp alone. His fellow hunter, seeing him approach, took his gun and shot him dead. He then carried the dead man back to the village, where he confessed his crime to the tribe. The guilty party was about to be handed over to the authorities when he claimed that his victim had been a spy from a rival tribe. As a result, the guilty party was executed by the tribe, thus upholding the law of retribution and maintaining the peace.This is one of more than 120 stories told by the Winnebago or Saulteaux people, a group of Native Americans who lived along the banks of the upper Mississippi River and in the adjacent regions of present-day Minnesota, Iowa, South Dakota and Manitoba. The stories were collected by the Smithsonian Institution in 1966 and 1967 from five informants at Fort Alexander, North Dakota and at Winnipeg, Manitoba. This story was told by Lawrence Grey Iron, a 52-year-old Chippewa who spoke in 1966.

Analysis
The story is a hunting story with an added element of punishment for breaking a tribal taboo. The story shows that the tribe had a law that punished individuals for their actions, and that the law was enforced whether the transgressor was a child or an adult. The story also shows that the tribe took care of its members, even in death.

Theft
Theft is a major",0.6759322285652161
Sport,5,0.5,1,"The answer is: (it is a common phrase in the literature of the American West) is the opening line of a short story by Stephen Crane, published in 1892. It has been reprinted many times, and has become a classic of American literature.

Plot
The story is simple. Two drunken men, one from the town of Egulac and the other from Bromide, are fighting in the street. They fight because the man from Egulac believes that the man from Bromide has stolen his favorite horse, although in truth the horse is safely stabled in the care of the stableman, who is also from Egulac. The fight goes on for three nights, until the men are too drunk to continue, and then it stops, and the men make up.
The narrative is related by an unnamed narrator who is not a participant in the events described. He is simply a witness to the fighting, and he relates the story in a detached, objective manner, without taking sides. He is, however, a participant in a minor way, in that he is the one who goes to the stable and calms down the horse, which is frightened by the fighting. The narrator's role is significant in that it allows Crane to present the events of the story in a way that is free of the bias and exaggeration that would have been present if either of the fighting men had been the narrator.

Style
The story is written in the third person limited, which means that the narrator is limited to reporting what he sees and experiences, and cannot enter the minds of the characters to report their thoughts and feelings. This limits the scope of the story, but it allows Crane to present the events in a more objective manner, which is appropriate for a work of fiction that purports to be a true story.
The language of the story is simple and direct, consisting mainly of short, clear sentences that convey the action of the story with efficiency and",0.8213986456394196
Sport,5,0.5,2,"The answer is: (it is a common mistake to assume that because the answer is ""two"", the men are from the same tribe. They are not; they are from two different tribes.)

Context
This is the first line of a poem by Pauline Johnson (also known by her married name Pauline B. Miquelon) that was published in 1907. The poem is about two men from two different tribes who are united in their love for a woman.
One night two men from Egulac,
With faces all a-glow,
Came riding through the moonlight,
To a place where stream and river flow.
One from the mountains, the other from the sea,
Each asked the maiden for her love to be,
But she, with a smile on her lips, so sweet,
Said: ""One of you must go,
""For I cannot choose between you two.""
Then up and spoke the mountainside,
""Let me go, for I am old and wise,
I've seen the world from top to toe,
And know the value of love's sweet prize.""
But the maiden spoke, ""You are too slow,
You cannot climb the tree of love,
You're too late, my heart is given,
To the one who comes from the sea and is brave.""
Then up and spoke the one from the sea,
""Let me go, for I am strong and free,
I've tasted love's sweet wine,
But I'll not drink it here, for it is not mine.""
The maiden cried, ""Oh, don't go away,
I'll choose no other man to stay,
I'll give you half my heart, my love,
If you'll only stay and be my man.""
But he, with a smile on his lips, so sweet,
Said: ""One of us must go",0.9784877561032772
Sport,5,0.5,3,"The answer is: (it is a common misspelling of the name of the village, usually spelled ""Gulag""). The two men are on a bear hunt. They come across a large camp of bears. The men are frightened and begin to run. One of the bears, Yagara, follows them. The two men are tired and cannot run for long. They stop and face the bear. One of the men throws a spear at the bear, but it does not hit the bear. The bear then kills one of the men. The other man runs away. Yagara then throws the spear to the ground in front of him. The bear is now full of rage. The man who killed the first bear approaches Yagara. He is not afraid of the bear, as he has a large shield and a spear. He speaks to Yagara in Bear Language. Yagara stops being angry and lies down. The man then goes to the camp and wakes up the other bears. The bears give him gifts and he becomes a member of their tribe.

Source
This story was recorded by Canadian ethnologist Frank Speck in 1911. Speck had been adopted by the Kwakiutl and was living among them when he recorded this story.

Comment
This story is significant because it is one of the few instances in which a white man is initiated into a bear cult. In this case, the man is initiated by the Kwakiutl, but Speck does not specify which group of Kwakiutl. It is also significant that Speck was present when this event occurred, and that he was able to record it. Speck had been adopted by the Kwakiutl and was living among them at the time this event occurred. This event occurred near the village of Egulac, on the northwest coast of Vancouver Island.

References
Frank Speck. 1911. ""The Kwakiutl",0.8671633154153824
Sport,5,0.5,4,"The answer is: (it is not clear from the text if they are playing polo or another game) were killed when they accidentally fell into the lower level of the Grand Stand at the 1911 International Polo Cup in Caulfield, Melbourne, Victoria, Australia. The stand collapsed and both men were impaled on a broken pole.

History
The 1911 International Polo Cup was held in Caulfield, Melbourne, Australia. The match was being played on the racecourse, which was located on land then known as the Caulfield Estate. The Caulfield Estate was owned by the Victorian Railways Department and was used as a training and recreational area for its staff.The match was being played between two teams, one from Egulac (most likely a team from the Egypt) and the other from Australia. The event was being held on the lower ground of the racecourse, and spectators were seated in a grandstand that had been erected for the occasion.
One night during the tournament, two men from Egulac were playing polo or another game near the edge of the lower ground, close to the grandstand. For some reason, the men lost control of the ball, and it fell between the lower ground and the grandstand. One of the players jumped over the edge of the lower ground to retrieve the ball, but in doing so accidentally triggered the collapse of the grandstand. The stand collapsed inward, impaling both men on a broken pole.
The incident caused a great commotion, and the match was immediately abandoned. An ambulance was called, and the two men were taken to hospital. One of the men died from his injuries, and the other was in critical condition. The incident caused a great deal of concern, and a thorough investigation was conducted. It was determined that the grandstand had not been properly secured, and it was most likely that this was the cause of the collapse.

References
External links
Royal Melbourne Show -",0.8774704411625862
Sport,5,0.5,5,"The answer is: (it is not clear where this question comes from)

Context
This question came to be the subject of a popular riddle. The answer was: One night two men from Egulac went out hunting. They came across a strange object, and one of them shot at it. What was it?

Solution
The answer is: It was the moon.

Explanation
The story behind this answer is as follows. Once upon a time there were two men from Egulac who went out hunting one night. Suddenly one of them shouted, ""The moon is rising!"" The other replied, ""I see it, but what is it?"" Thus the first one shot at the moon, and it was then that they found out that it was made of green cheese.

Origin
The origin of this story is uncertain. 

Similar riddles
One night two men from Koksilah...
One night two men from Nootka...
One night two men from Taku...
One night two men from Yakima...


== References == 
External links
One Night, Two Men from Egulac at Short-stories.com
One Night, Two Men from Egulac at UC Berkeley
One Night, Two Men from Egulac at GraphicIndia 


== Other variants ==
One night two men from Egulac went out hunting. What did they see? The answer is: They saw a woman, but what was she? She was a werewolf.
One night two men from Egulac went out hunting. What did they hear? They heard a cry, but what was the cry of? It was a lost soul.
One night two men from Egulac went out hunting. What did they find? They found a treasure, but what was the treasure of? It was an enchanted flute.
One night two men from Egulac went out hunting",0.8733767420053482
Nature,5,0.5,1,"The answer is: ...came down from the mountain. They were hungry, and they were thirsty. They came upon a village where a feast was being prepared. The people of the village took them in. They were fed and they were given something to drink. Then they were asked, ""What have you to trade?"" The two men said, ""We have nothing to trade, but we can sing you a song."" The people of the village were pleased. They fed the men well and they gave them furs to wear. Then the two men began to sing. They sang of the people who had lived there before. They sang of the trees and the rocks. They sang of the two rivers that flowed from the mountain. The people were enchanted. They begged the singers to teach them the song. The two men refused. ""It is not for us to give,"" they said. ""You must find it in yourselves."" The people of the village searched their hearts. They found the song. They sang it to one another. They danced. They celebrated. And so the two men went on their way. They traveled the villages, singing the song, and everywhere they went people welcomed them. But the singers grew old. Who will carry on the song? Who will keep the memory alive?

This story is from the Chinook storyteller, as recorded by Frances Bernice Kane in 1956.


== References ==  external links {{cite book}} : Bernice Kane, Frances. The Tales of the Chinook. Milton Keynes: The Gutenberg Press, 1999. ISBN 1-873295-11-8.  {{cite article}} : Kane, Frances Bernice. ""Chinook Stories"". Journal of American Folklore. 69: 447–457. ·: [1]  ​

== Further reading",0.8440597951412201
