query_index,memory_index,Projected cosine similarity
0,0,0.8630239963531494
0,1,0.7075458765029907
0,2,0.6736901998519897
0,3,0.6872782111167908
0,4,0.6339680552482605
0,5,0.7445477843284607
0,6,0.7121046781539917
0,7,0.6584235429763794
0,8,0.6924960613250732
0,9,0.75711989402771
0,10,0.6709079742431641
0,11,0.7058002948760986
0,12,0.7452722787857056
0,13,0.7027906179428101
0,14,0.7421717643737793
0,15,0.6863608956336975
0,16,0.6453877687454224
0,17,0.6850221157073975
0,18,0.7001124620437622
0,19,0.7000627517700195
0,20,0.7128901481628418
0,21,0.7699037790298462
0,22,0.7270761728286743
0,23,0.7435144186019897
0,24,0.7568427920341492
0,25,0.6678906083106995
0,26,0.7741106748580933
0,27,0.7013667821884155
0,28,0.6893291473388672
0,29,0.6750248670578003
0,30,0.6954917311668396
0,31,0.7257063388824463
0,32,0.7508271932601929
0,33,0.7141455411911011
0,34,0.6666725277900696
0,35,0.7322900295257568
0,36,0.7217034697532654
0,37,0.7589614391326904
0,38,0.7293509244918823
0,39,0.7193849086761475
0,40,0.6877522468566895
0,41,0.6707348227500916
0,42,0.7030256986618042
0,43,0.7191389799118042
0,44,0.6867804527282715
0,45,0.7385241985321045
0,46,0.695612907409668
0,47,0.7277140021324158
0,48,0.6786360144615173
0,49,0.7484219670295715
0,50,0.6940639615058899
0,51,0.7085447311401367
0,52,0.7108089923858643
0,53,0.6545882225036621
0,54,0.7150353193283081
0,55,0.649341344833374
0,56,0.707656741142273
0,57,0.7135406732559204
0,58,0.7709077596664429
0,59,0.8048615455627441
0,60,0.6944653987884521
0,61,0.7046524882316589
0,62,0.715880274772644
0,63,0.7370533347129822
0,64,0.719474196434021
0,65,0.7475152015686035
0,66,0.7094128131866455
0,67,0.7197479009628296
0,68,0.6798673868179321
0,69,0.7365241646766663
0,70,0.703683614730835
0,71,0.7109514474868774
0,72,0.7084791660308838
0,73,0.6865733861923218
0,74,0.6828701496124268
0,75,0.7627454996109009
0,76,0.7159091234207153
0,77,0.7342374324798584
0,78,0.7456216216087341
0,79,0.7313540577888489
0,80,0.7028965950012207
0,81,0.7329537272453308
0,82,0.722887396812439
0,83,0.7005255222320557
0,84,0.7154287099838257
0,85,0.7389002442359924
0,86,0.6982723474502563
0,87,0.7309256792068481
0,88,0.6854023337364197
0,89,0.7090576887130737
0,90,0.6946500539779663
0,91,0.7293432950973511
0,92,0.6652292609214783
0,93,0.6853152513504028
0,94,0.7113445997238159
0,95,0.7291126251220703
0,96,0.6935776472091675
0,97,0.6912387609481812
0,98,0.7216963768005371
0,99,0.7573964595794678
1,0,0.7093030214309692
1,1,0.9299100637435913
1,2,0.7326074838638306
1,3,0.6730952262878418
1,4,0.7257338762283325
1,5,0.7346158623695374
1,6,0.7294438481330872
1,7,0.6949267387390137
1,8,0.6936665773391724
1,9,0.7621508836746216
1,10,0.7402371764183044
1,11,0.6896723508834839
1,12,0.704802393913269
1,13,0.7293840646743774
1,14,0.7385595440864563
1,15,0.6979376077651978
1,16,0.6995193958282471
1,17,0.7250096797943115
1,18,0.7418494820594788
1,19,0.6960012316703796
1,20,0.7360445261001587
1,21,0.7328314781188965
1,22,0.7295231223106384
1,23,0.7176607847213745
1,24,0.7433203458786011
1,25,0.7121546864509583
1,26,0.7603088617324829
1,27,0.7410014867782593
1,28,0.6713533401489258
1,29,0.7186452150344849
1,30,0.6951503753662109
1,31,0.7493636608123779
1,32,0.7588405013084412
1,33,0.714508593082428
1,34,0.6681865453720093
1,35,0.7550134658813477
1,36,0.7700395584106445
1,37,0.731412410736084
1,38,0.7156022191047668
1,39,0.7393472194671631
1,40,0.6790117025375366
1,41,0.6744017601013184
1,42,0.7016336917877197
1,43,0.7445371747016907
1,44,0.727513313293457
1,45,0.6900637149810791
1,46,0.7285409569740295
1,47,0.7307173013687134
1,48,0.7475137710571289
1,49,0.7362663745880127
1,50,0.6953109502792358
1,51,0.7315605282783508
1,52,0.7343648672103882
1,53,0.7084184885025024
1,54,0.7033021450042725
1,55,0.7161417007446289
1,56,0.702857494354248
1,57,0.7294490337371826
1,58,0.6951470375061035
1,59,0.7513248920440674
1,60,0.7211675643920898
1,61,0.7298774719238281
1,62,0.7533587217330933
1,63,0.7140702605247498
1,64,0.7512156963348389
1,65,0.7243267297744751
1,66,0.7203822731971741
1,67,0.7331165075302124
1,68,0.6467674374580383
1,69,0.7257698178291321
1,70,0.7091000080108643
1,71,0.7385907769203186
1,72,0.7180455923080444
1,73,0.7232600450515747
1,74,0.7198987007141113
1,75,0.7327113747596741
1,76,0.7408882975578308
1,77,0.704900860786438
1,78,0.7266865968704224
1,79,0.7279751300811768
1,80,0.7383801341056824
1,81,0.7435540556907654
1,82,0.6933221817016602
1,83,0.7122553586959839
1,84,0.7189832925796509
1,85,0.7595744729042053
1,86,0.7450766563415527
1,87,0.7364683747291565
1,88,0.7162505388259888
1,89,0.7141450643539429
1,90,0.7272629737854004
1,91,0.7381150722503662
1,92,0.6824108362197876
1,93,0.7379910945892334
1,94,0.7031039595603943
1,95,0.7521841526031494
1,96,0.7177430391311646
1,97,0.7003782987594604
1,98,0.7108092308044434
1,99,0.746609628200531
2,0,0.6801279783248901
2,1,0.7299633026123047
2,2,0.8632712960243225
2,3,0.6884841918945312
2,4,0.6193974018096924
2,5,0.6811639070510864
2,6,0.6529935598373413
2,7,0.6524836421012878
2,8,0.6514524221420288
2,9,0.7303354144096375
2,10,0.6332934498786926
2,11,0.6374930143356323
2,12,0.6292856335639954
2,13,0.6511557102203369
2,14,0.7171052694320679
2,15,0.6965676546096802
2,16,0.6525171995162964
2,17,0.6721093654632568
2,18,0.6548914909362793
2,19,0.622389554977417
2,20,0.7253479957580566
2,21,0.7452054023742676
2,22,0.6947561502456665
2,23,0.6879278421401978
2,24,0.6987369060516357
2,25,0.6979107856750488
2,26,0.7079037427902222
2,27,0.6768050193786621
2,28,0.6273653507232666
2,29,0.6595841646194458
2,30,0.6184852719306946
2,31,0.7085022926330566
2,32,0.7519091367721558
2,33,0.7115087509155273
2,34,0.6475533246994019
2,35,0.6851989030838013
2,36,0.6574996709823608
2,37,0.7204679846763611
2,38,0.701446533203125
2,39,0.6872605085372925
2,40,0.6762708425521851
2,41,0.6355469226837158
2,42,0.6517794132232666
2,43,0.6393647193908691
2,44,0.6779098510742188
2,45,0.6834759712219238
2,46,0.6644123196601868
2,47,0.6579316258430481
2,48,0.6610690355300903
2,49,0.6721792221069336
2,50,0.6866286993026733
2,51,0.6467185616493225
2,52,0.6753853559494019
2,53,0.6050552725791931
2,54,0.6926484704017639
2,55,0.631683349609375
2,56,0.7131165862083435
2,57,0.680127739906311
2,58,0.677571177482605
2,59,0.7214139103889465
2,60,0.641386866569519
2,61,0.7179681658744812
2,62,0.6999669671058655
2,63,0.692244291305542
